Sample ID,Ammonium,Ammonium std,BG province,Basis,Campaign,Chlorophyll a,Date,Date/Time,Depth Layer,Depth Layer Zone,Depth bathy,Depth bottom,Depth nominal,Depth top,Event,Functional Evenness,Functional Richness,Iron,Iron std,Latitude,Longitude,MHW category,MHW count,MP biome,Max Lyapunov Exp,Method/Device,Net PP carbon,Net PP carbon 30,Nitrate,Nitrate std,Nitrite,Nitrite std,OS region,Okubo-Weiss,Particulate Inorganic Carbon,Particulate Organic Carbon,Phosphate max,Phosphate median,Phosphate min,Radiation,Radiation 30,Radiation 8.1,Radiation 8.2,Residence time,SILVA_Chao,SILVA_Shannon,SILVA_ace,SILVA_func_diversity,SILVA_species_rich,SS Fluorescence,SS Quantum Fluorescence,SS Temp Grad,Sea Ice Conc,Sea Ice Free Days,Sea Ice Free End,Sea Ice Free Start,Sea Surface Chl a,Sea Surface Temp,Season,Shannon_D_mean_all,Shannon_D_mean_grp,Shannon_D_month_all,Shannon_D_month_grp,Shannon_P_mean,Shannon_P_month,Station,Strain Sub-mesoscale,Sunshine Duration,Time of Day,Total Suspended Matter,Year,u,v
TARA_P100000543,0.0214855,0.001869701,Indian Monsoon Gyres Province,SV Tara,TARA_20100309Z,14.4269,2010-03-22,2010-03-22 17:32:00,ZZZ,Marine Water,-3512.0,100.0,0-100,0.0,TARA_20100322T1732Z_040_EVENT_NET,,,0.001387719,3e-09,17.486,68.0361,Strong,2,Trades Biome,0.086921,"Plankton net, type=WPII, mesh(µm)=200, mouth(m^2)=0.248505, length(m)=2.75",,,0.004908818,0.002530339,0.003789226,0.000826204,Indian Ocean,0.043242,0.0001045861499733,100.910091400146,0.691667,0.685833,0.68,55.084995,52.909405,55.157024,53.1564064025879,0.0,,,,,,,0.245706915,0.31792,0.0,365.0,365.0,1.0,0.284735098481178,28.74979975,spring,,,,,,,TARA_040,4.6301e-05,728.0,day,0.134924069046974,2010,33.11166,-33.418508
TARA_P100000546,0.0214855,0.001869701,Indian Monsoon Gyres Province,SV Tara,TARA_20100309Z,10.4956,2010-03-22,2010-03-22 20:02:00,ZZZ,Marine Water,-3504.0,1100.0,800-1100,800.0,TARA_20100322T2002Z_040_EVENT_NET,,,0.001387719,3e-09,17.4872,68.0275,Strong,2,Trades Biome,0.086921,"Multiple opening/closing net, 300 µm meshsize",,,0.004908818,0.002530339,0.003789226,0.000826204,Indian Ocean,0.043242,0.0001045861499733,100.910091400146,,,,55.084995,52.909405,55.157024,53.1564064025879,0.0,,,,,,,0.245706915,0.29196,0.0,365.0,365.0,1.0,0.284735098481178,28.74979975,spring,,,,,,,TARA_040,5.0993e-05,728.0,night,0.134924069046974,2010,33.11166,-33.418508
TARA_P100000028,0.0214855,0.001869701,Indian Monsoon Gyres Province,SV Tara,TARA_20100309Z,10.4956,2010-03-22,2010-03-22 20:02:00,ZZZ,Marine Water,-3504.0,500.0,200-500,200.0,TARA_20100322T2002Z_040_EVENT_NET,,,0.001387719,3e-09,17.4872,68.0275,Strong,2,Trades Biome,0.086921,"Multiple opening/closing net, 300 µm meshsize",,,0.004908818,0.002530339,0.003789226,0.000826204,Indian Ocean,0.043242,0.0001045861499733,100.910091400146,2.666,2.666,2.666,55.084995,52.909405,55.157024,53.1564064025879,0.0,,,,,,,0.245706915,0.29196,0.0,365.0,365.0,1.0,0.284735098481178,28.74979975,spring,,,,,,,TARA_040,5.0993e-05,728.0,night,0.134924069046974,2010,33.11166,-33.418508
TARA_P100000540,0.0214855,0.001869701,Indian Monsoon Gyres Province,SV Tara,TARA_20100309Z,10.4956,2010-03-22,2010-03-22 20:02:00,ZZZ,Marine Water,-3504.0,100.0,0-100,0.0,TARA_20100322T2002Z_040_EVENT_NET,,,0.001387719,3e-09,17.4872,68.0275,Strong,2,Trades Biome,0.086921,"Multiple opening/closing net, 300 µm meshsize",,,0.004908818,0.002530339,0.003789226,0.000826204,Indian Ocean,0.043242,0.0001045861499733,100.910091400146,0.691667,0.685833,0.68,55.084995,52.909405,55.157024,53.1564064025879,0.0,,,,,,,0.245706915,0.29196,0.0,365.0,365.0,1.0,0.284735098481178,28.74979975,spring,,,,,,,TARA_040,5.0993e-05,728.0,night,0.134924069046974,2010,33.11166,-33.418508
TARA_P100000541,0.0214855,0.001869701,Indian Monsoon Gyres Province,SV Tara,TARA_20100309Z,10.4956,2010-03-22,2010-03-22 20:02:00,ZZZ,Marine Water,-3504.0,200.0,100-200,100.0,TARA_20100322T2002Z_040_EVENT_NET,,,0.001387719,3e-09,17.4872,68.0275,Strong,2,Trades Biome,0.086921,"Multiple opening/closing net, 300 µm meshsize",,,0.004908818,0.002530339,0.003789226,0.000826204,Indian Ocean,0.043242,0.0001045861499733,100.910091400146,1.998,1.998,1.998,55.084995,52.909405,55.157024,53.1564064025879,0.0,,,,,,,0.245706915,0.29196,0.0,365.0,365.0,1.0,0.284735098481178,28.74979975,spring,,,,,,,TARA_040,5.0993e-05,728.0,night,0.134924069046974,2010,33.11166,-33.418508
TARA_P100000547,0.0214855,0.001869701,Indian Monsoon Gyres Province,SV Tara,TARA_20100309Z,10.4956,2010-03-22,2010-03-22 20:02:00,ZZZ,Marine Water,-3504.0,800.0,500-800,500.0,TARA_20100322T2002Z_040_EVENT_NET,,,0.001387719,3e-09,17.4872,68.0275,Strong,2,Trades Biome,0.086921,"Multiple opening/closing net, 300 µm meshsize",,,0.004908818,0.002530339,0.003789226,0.000826204,Indian Ocean,0.043242,0.0001045861499733,100.910091400146,,,,55.084995,52.909405,55.157024,53.1564064025879,0.0,,,,,,,0.245706915,0.29196,0.0,365.0,365.0,1.0,0.284735098481178,28.74979975,spring,,,,,,,TARA_040,5.0993e-05,728.0,night,0.134924069046974,2010,33.11166,-33.418508
TARA_K100000014,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,10.4956,2010-03-29,2010-03-29 16:31:00,ZZZ,Marine Water,-3504.0,500.0,0-500,0.0,TARA_20100329T1631Z_041_EVENT_NET,,,0.001387699,2e-09,14.6632,69.9315,Moderate,1,Trades Biome,0.026178,"Plankton net, type=Bongo, mesh(µm)=300, mouth(m^2)=0.258319, length(m)=3",,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,,,2.669,1.814,1.463,54.645996,52.267673,55.138554,53.2170753479004,19.027778,,,,,,,0.587034974,0.29196,0.0,365.0,365.0,1.0,0.0785513445734978,29.238256,spring,,,,,,,TARA_041,5.0993e-05,734.0,night,0.125394739210606,2010,-0.46655,4.30608
TARA_P100000520,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,10.4956,2010-03-29,2010-03-29 17:23:00,ZZZ,Marine Water,-3504.0,500.0,0-500,0.0,TARA_20100329T1723Z_041_EVENT_NET,,,0.001387699,2e-09,14.6542,69.936,Moderate,1,Trades Biome,0.026178,"Plankton net, type=Regent, mesh(µm)=680, mouth(m^2)=0.754296, length(m)=4",,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,,,2.669,1.814,1.463,54.645996,52.267673,55.138554,53.2170753479004,19.027778,,,,,,,0.587034974,0.29196,0.0,365.0,365.0,1.0,0.0785513445734978,29.238256,spring,,,,,,,TARA_041,5.0993e-05,734.0,night,0.125394739210606,2010,-0.46655,4.30608
TARA_P100000515,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,14.4269,2010-03-29,2010-03-29 18:08:00,ZZZ,Marine Water,-3512.0,100.0,0-100,0.0,TARA_20100329T1808Z_041_EVENT_NET,,,0.001387699,2e-09,14.6498,69.9383,Moderate,1,Trades Biome,0.026178,"Plankton net, type=WPII, mesh(µm)=50, mouth(m^2)=0.248505, length(m)=2.75",,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,,,2.215,0.2905,0.144,54.733997,52.7451,55.016636,53.3006839752197,19.027778,,,,,,,0.587034974,0.31792,0.0,365.0,365.0,1.0,0.0897033996880054,29.238256,spring,,,,,,,TARA_041,4.6301e-05,734.0,night,0.126920156180859,2010,-0.46655,4.30608
TARA_P100000524,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,14.4269,2010-03-29,2010-03-29 18:22:00,ZZZ,Marine Water,-3512.0,100.0,0-100,0.0,TARA_20100329T1822Z_041_EVENT_NET,,,0.001387699,2e-09,14.6445,69.9395,Moderate,1,Trades Biome,0.026178,"Plankton net, type=WPII, mesh(µm)=50, mouth(m^2)=0.248505, length(m)=2.75",,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,,,2.215,0.2905,0.144,54.733997,52.7451,55.016636,53.2315368652344,19.027778,,,,,,,0.587034974,0.31792,0.0,365.0,365.0,1.0,0.0878482088446617,29.238256,spring,,,,,,,TARA_041,4.6301e-05,734.0,night,0.122924208641052,2010,-0.46655,4.30608
TARA_P100000528,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,14.4269,2010-03-29,2010-03-29 18:38:00,ZZZ,Marine Water,-3512.0,100.0,0-100,0.0,TARA_20100329T1838Z_041_EVENT_NET,,,0.001387699,2e-09,14.6387,69.9409,Moderate,1,Trades Biome,0.026178,"Plankton net, type=WPII, mesh(µm)=200, mouth(m^2)=0.248505, length(m)=2.75",,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,,,2.215,0.2905,0.144,54.733997,52.7451,55.016636,53.2315368652344,19.027778,,,,,,,0.587034974,0.31792,0.0,365.0,365.0,1.0,0.0878482088446617,29.238256,spring,,,,,,,TARA_041,4.6301e-05,734.0,night,0.122924208641052,2010,-0.46655,4.30608
TARA_K100000328,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,14.4269,2010-03-29,2010-03-29 18:48:00,ZZZ,Marine Water,-3512.0,100.0,0-100,0.0,TARA_20100329T1848Z_041_EVENT_NET,,,0.001387699,2e-09,14.6348,69.9415,Moderate,1,Trades Biome,0.026178,"Plankton net, type=WPII, mesh(µm)=200, mouth(m^2)=0.248505, length(m)=2.75",,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,,,2.215,0.2905,0.144,54.733997,52.7451,55.016636,53.2315368652344,19.027778,,,,,,,0.587034974,0.31792,0.0,365.0,365.0,1.0,0.0878482088446617,29.238256,spring,,,,,,,TARA_041,4.6301e-05,734.0,night,0.122924208641052,2010,-0.46655,4.30608
TARA_G100000249,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,11.3189,2010-03-30,2010-03-30 02:45:00,SRF,Surface Water,-3640.0,7.0,5,3.0,TARA_20100330T0245Z_041_EVENT_NET,,,0.001387699,2e-09,14.6067,69.9775,Moderate,1,Trades Biome,0.026178,"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5",,312.006,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,0.0001573284935147,47.6406078338623,0.169,0.1565,0.144,56.032288,53.352146,56.69135,54.8078804016113,19.027778,,,,,,,0.587034974,0.25556,0.0,365.0,365.0,1.0,0.0986494719982147,29.4142795,spring,0.21705,0.255724,0.253871,0.299314,0.560517,0.685513,TARA_041,7.62e-07,735.0,day,0.0695311911404133,2010,-0.46655,4.30608
TARA_N000000079,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,11.3189,2010-03-30,2010-03-30 02:47:00,SRF,Surface Water,-3640.0,7.0,5,3.0,TARA_20100330T0247Z_041_EVENT_PUMP,,,0.001387699,2e-09,14.6059,69.9776,Moderate,1,Trades Biome,0.026178,High Volume Peristaltic Pump,,312.006,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,0.0001573284935147,47.6406078338623,0.169,0.1565,0.144,56.032288,53.352146,56.69135,54.8078804016113,19.027778,,,,,,,0.587034974,0.25556,0.0,365.0,365.0,1.0,0.0986494719982147,29.4142795,spring,0.21705,0.255724,0.253871,0.299314,0.560517,0.685513,TARA_041,7.62e-07,735.0,day,0.0695311911404133,2010,-0.46655,4.30608
TARA_P100000422,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,11.3189,2010-03-30,2010-03-30 02:56:00,SRF,Surface Water,-3640.0,7.0,5,3.0,TARA_20100330T0257Z_041_EVENT_CAST,,,0.001387699,2e-09,14.5954,69.981,Moderate,1,Trades Biome,0.026178,Rosette Vertical Sampling System,,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,0.0001321613653999,47.1327381134033,0.169,0.1565,0.144,56.032288,53.352146,56.69135,54.7012329101562,19.027778,,,,,,,0.587034974,0.25556,0.0,365.0,365.0,1.0,0.0939783714711666,29.4142795,spring,,,,,,,TARA_041,7.62e-07,735.0,day,0.0690348818898201,2010,-0.46655,4.30608
TARA_G100000179,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,11.3189,2010-03-30,2010-03-30 02:56:00,ZZZ,Marine Water,-3640.0,802.0,800,798.0,TARA_20100330T0257Z_041_EVENT_CAST,,,0.001387699,2e-09,14.5954,69.981,Moderate,1,Trades Biome,0.026178,Rosette Vertical Sampling System,,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,0.0001321613653999,47.1327381134033,2.444,2.444,2.444,56.032288,53.352146,56.69135,54.7012329101562,19.027778,,,,,,,0.587034974,0.25556,0.0,365.0,365.0,1.0,0.0939783714711666,29.4142795,spring,,,,,,,TARA_041,7.62e-07,735.0,day,0.0690348818898201,2010,-0.46655,4.30608
TARA_G100000180,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,11.3189,2010-03-30,2010-03-30 02:56:00,ZZZ,Marine Water,-3640.0,402.0,400,398.0,TARA_20100330T0257Z_041_EVENT_CAST,,,0.001387699,2e-09,14.5954,69.981,Moderate,1,Trades Biome,0.026178,Rosette Vertical Sampling System,,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,0.0001321613653999,47.1327381134033,2.782,2.782,2.782,56.032288,53.352146,56.69135,54.7012329101562,19.027778,,,,,,,0.587034974,0.25556,0.0,365.0,365.0,1.0,0.0939783714711666,29.4142795,spring,,,,,,,TARA_041,7.62e-07,735.0,day,0.0690348818898201,2010,-0.46655,4.30608
TARA_P100000527,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,11.3189,2010-03-30,2010-03-30 04:01:00,ZZZ,Marine Water,-3640.0,100.0,0-100,0.0,TARA_20100330T0401Z_041_EVENT_NET,,,0.001387699,2e-09,14.6067,69.9862,Moderate,1,Trades Biome,0.026178,"Plankton net, type=WPII, mesh(µm)=50, mouth(m^2)=0.248505, length(m)=2.75",,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,0.0002138708005077,49.9952640533447,2.215,0.2905,0.144,56.032288,53.352146,56.69135,54.7794437408447,19.027778,,,,,,,0.587034974,0.25556,0.0,365.0,365.0,1.0,0.10914384201169,29.4142795,spring,,,,,,,TARA_041,7.62e-07,735.0,day,0.0691566653549671,2010,-0.46655,4.30608
TARA_P100000525,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,11.3189,2010-03-30,2010-03-30 04:21:00,ZZZ,Marine Water,-3640.0,100.0,0-100,0.0,TARA_20100330T0421Z_041_EVENT_NET,,,0.001387699,2e-09,14.5966,69.9897,Moderate,1,Trades Biome,0.026178,"Plankton net, type=WPII, mesh(µm)=200, mouth(m^2)=0.248505, length(m)=2.75",,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,0.0001321613653999,47.1327381134033,2.215,0.2905,0.144,56.032288,53.352146,56.69135,54.7012329101562,19.027778,,,,,,,0.587034974,0.25556,0.0,365.0,365.0,1.0,0.0939783714711666,29.4142795,spring,,,,,,,TARA_041,7.62e-07,735.0,day,0.0690348818898201,2010,-0.46655,4.30608
TARA_P100000544,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,11.3189,2010-03-30,2010-03-30 04:39:00,ZZZ,Marine Water,-3640.0,500.0,0-500,0.0,TARA_20100330T0439Z_041_EVENT_NET,,,0.001387699,2e-09,14.5923,69.9926,Moderate,1,Trades Biome,0.026178,"Plankton net, type=Bongo, mesh(µm)=300, mouth(m^2)=0.258319, length(m)=3",,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,0.0001321613653999,47.1327381134033,2.669,1.814,1.463,56.032288,53.352146,56.69135,54.7012329101562,19.027778,,,,,,,0.587034974,0.25556,0.0,365.0,365.0,1.0,0.0939783714711666,29.4142795,spring,,,,,,,TARA_041,7.62e-07,735.0,day,0.0690348818898201,2010,-0.46655,4.30608
TARA_P100000526,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,11.3189,2010-03-30,2010-03-30 05:26:00,ZZZ,Marine Water,-3640.0,500.0,0-500,0.0,TARA_20100330T0526Z_041_EVENT_NET,,,0.001387699,2e-09,14.5766,69.9982,Moderate,1,Trades Biome,0.026178,"Plankton net, type=Regent, mesh(µm)=680, mouth(m^2)=0.754296, length(m)=4",,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,0.0001321613653999,47.1327381134033,2.669,1.814,1.463,56.032288,53.352146,56.69135,54.7012329101562,19.027778,,,,,,,0.587034974,0.25556,0.0,365.0,365.0,1.0,0.0939783714711666,29.441884,spring,,,,,,,TARA_041,7.62e-07,735.0,day,0.0690348818898201,2010,-0.46655,4.30608
TARA_N000000077,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,19.8127,2010-03-30,2010-03-30 05:32:00,SRF,Surface Water,-3636.0,7.0,5,3.0,TARA_20100330T0532Z_041_EVENT_NET,,,0.001387699,2e-09,14.5741,69.9988,Moderate,1,Trades Biome,0.026178,"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3",,312.006,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,0.0001321613653999,47.1327381134033,0.169,0.1565,0.144,56.032288,53.352146,56.69135,54.7012329101562,19.027778,,,,,,,0.587034974,0.26757,0.0,365.0,365.0,1.0,0.0939783714711666,29.441884,spring,0.21705,0.255724,0.253871,0.299314,0.560517,0.685513,TARA_041,7.24e-07,735.0,day,0.0690348818898201,2010,-0.46655,4.30608
TARA_P000000305,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,20.922,2010-03-30,2010-03-30 08:46:00,SRF,Surface Water,-3625.0,7.0,5,3.0,TARA_20100330T0848Z_041_EVENT_CAST,,,0.001387699,2e-09,14.56,70.0117,Moderate,1,Trades Biome,0.026178,Rosette Vertical Sampling System,,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,9.07193443708e-05,43.7392063140869,0.169,0.1565,0.144,56.032288,53.352146,56.69135,54.648983001709,19.027778,,,,,,,0.587034974,0.22011,0.0,365.0,365.0,1.0,0.0829746648669243,29.41015675,spring,,,,,,,TARA_041,6.79e-07,735.0,day,0.0683187358081341,2010,-0.46655,4.30608
TARA_P000000301,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,20.922,2010-03-30,2010-03-30 08:46:00,ZZZ,Marine Water,-3625.0,52.0,50,48.0,TARA_20100330T0848Z_041_EVENT_CAST,,,0.001387699,2e-09,14.56,70.0117,Moderate,1,Trades Biome,0.026178,Rosette Vertical Sampling System,,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,9.07193443708e-05,43.7392063140869,0.344,0.344,0.344,56.032288,53.352146,56.69135,54.648983001709,19.027778,,,,,,,0.587034974,0.22011,0.0,365.0,365.0,1.0,0.0829746648669243,29.41015675,spring,,,,,,,TARA_041,6.79e-07,735.0,day,0.0683187358081341,2010,-0.46655,4.30608
TARA_P000000303,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,20.922,2010-03-30,2010-03-30 08:46:00,ZZZ,Marine Water,-3625.0,22.0,20,18.0,TARA_20100330T0848Z_041_EVENT_CAST,,,0.001387699,2e-09,14.56,70.0117,Moderate,1,Trades Biome,0.026178,Rosette Vertical Sampling System,,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,9.07193443708e-05,43.7392063140869,0.18,0.1745,0.169,56.032288,53.352146,56.69135,54.648983001709,19.027778,,,,,,,0.587034974,0.22011,0.0,365.0,365.0,1.0,0.0829746648669243,29.41015675,spring,,,,,,,TARA_041,6.79e-07,735.0,day,0.0683187358081341,2010,-0.46655,4.30608
TARA_P000000299,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,20.922,2010-03-30,2010-03-30 08:46:00,ZZZ,Marine Water,-3625.0,92.0,90,88.0,TARA_20100330T0848Z_041_EVENT_CAST,,,0.001387699,2e-09,14.56,70.0117,Moderate,1,Trades Biome,0.026178,Rosette Vertical Sampling System,,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,9.07193443708e-05,43.7392063140869,2.215,2.1185,2.022,56.032288,53.352146,56.69135,54.648983001709,19.027778,,,,,,,0.587034974,0.22011,0.0,365.0,365.0,1.0,0.0829746648669243,29.41015675,spring,,,,,,,TARA_041,6.79e-07,735.0,day,0.0683187358081341,2010,-0.46655,4.30608
TARA_P000000298,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,20.922,2010-03-30,2010-03-30 08:46:00,ZZZ,Marine Water,-3625.0,102.0,100,98.0,TARA_20100330T0848Z_041_EVENT_CAST,,,0.001387699,2e-09,14.56,70.0117,Moderate,1,Trades Biome,0.026178,Rosette Vertical Sampling System,,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,9.07193443708e-05,43.7392063140869,2.215,2.1185,2.022,56.032288,53.352146,56.69135,54.648983001709,19.027778,,,,,,,0.587034974,0.22011,0.0,365.0,365.0,1.0,0.0829746648669243,29.41015675,spring,,,,,,,TARA_041,6.79e-07,735.0,day,0.0683187358081341,2010,-0.46655,4.30608
TARA_P000000297,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,20.922,2010-03-30,2010-03-30 08:46:00,ZZZ,Marine Water,-3625.0,122.0,120,118.0,TARA_20100330T0848Z_041_EVENT_CAST,,,0.001387699,2e-09,14.56,70.0117,Moderate,1,Trades Biome,0.026178,Rosette Vertical Sampling System,,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,9.07193443708e-05,43.7392063140869,2.38,2.38,2.38,56.032288,53.352146,56.69135,54.648983001709,19.027778,,,,,,,0.587034974,0.22011,0.0,365.0,365.0,1.0,0.0829746648669243,29.41015675,spring,,,,,,,TARA_041,6.79e-07,735.0,day,0.0683187358081341,2010,-0.46655,4.30608
TARA_P000000296,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,20.922,2010-03-30,2010-03-30 08:46:00,ZZZ,Marine Water,-3625.0,152.0,150,148.0,TARA_20100330T0848Z_041_EVENT_CAST,,,0.001387699,2e-09,14.56,70.0117,Moderate,1,Trades Biome,0.026178,Rosette Vertical Sampling System,,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,9.07193443708e-05,43.7392063140869,2.556,2.556,2.556,56.032288,53.352146,56.69135,54.648983001709,19.027778,,,,,,,0.587034974,0.22011,0.0,365.0,365.0,1.0,0.0829746648669243,29.41015675,spring,,,,,,,TARA_041,6.79e-07,735.0,day,0.0683187358081341,2010,-0.46655,4.30608
TARA_P000000302,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,20.922,2010-03-30,2010-03-30 08:46:00,ZZZ,Marine Water,-3625.0,37.0,35,33.0,TARA_20100330T0848Z_041_EVENT_CAST,,,0.001387699,2e-09,14.56,70.0117,Moderate,1,Trades Biome,0.026178,Rosette Vertical Sampling System,,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,9.07193443708e-05,43.7392063140869,0.237,0.237,0.237,56.032288,53.352146,56.69135,54.648983001709,19.027778,,,,,,,0.587034974,0.22011,0.0,365.0,365.0,1.0,0.0829746648669243,29.41015675,spring,,,,,,,TARA_041,6.79e-07,735.0,day,0.0683187358081341,2010,-0.46655,4.30608
TARA_P000000304,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,20.922,2010-03-30,2010-03-30 08:46:00,ZZZ,Marine Water,-3625.0,12.0,10,8.0,TARA_20100330T0848Z_041_EVENT_CAST,,,0.001387699,2e-09,14.56,70.0117,Moderate,1,Trades Biome,0.026178,Rosette Vertical Sampling System,,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,9.07193443708e-05,43.7392063140869,0.18,0.169,0.144,56.032288,53.352146,56.69135,54.648983001709,19.027778,,,,,,,0.587034974,0.22011,0.0,365.0,365.0,1.0,0.0829746648669243,29.41015675,spring,,,,,,,TARA_041,6.79e-07,735.0,day,0.0683187358081341,2010,-0.46655,4.30608
TARA_P000000300,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,20.922,2010-03-30,2010-03-30 08:46:00,DCM,Deep Chlorophyll Maximum,-3625.0,72.0,70,68.0,TARA_20100330T0848Z_041_EVENT_CAST,,,0.001387699,2e-09,14.56,70.0117,Moderate,1,Trades Biome,0.026178,Rosette Vertical Sampling System,,,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,9.07193443708e-05,43.7392063140869,1.348,1.348,1.348,56.032288,53.352146,56.69135,54.648983001709,19.027778,,,,,,,0.587034974,0.22011,0.0,365.0,365.0,1.0,0.0829746648669243,29.41015675,spring,,,,,,,TARA_041,6.79e-07,735.0,day,0.0683187358081341,2010,-0.46655,4.30608
TARA_G100000231,0.020277846,0.001159736,Indian Monsoon Gyres Province,SV Tara,TARA_20100327Z,20.922,2010-03-30,2010-03-30 09:17:00,DCM,Deep Chlorophyll Maximum,-3625.0,72.0,70,68.0,TARA_20100330T0917Z_041_EVENT_NET,,,0.001387699,2e-09,14.5644,70.0096,Moderate,1,Trades Biome,0.026178,"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5",,312.006,0.004698874,0.004168181,0.004047238,0.000429287,Indian Ocean,-0.412443,0.0001321613653999,47.1327381134033,1.348,1.348,1.348,56.032288,53.352146,56.69135,54.7012329101562,19.027778,,,,,,,0.587034974,0.22011,0.0,365.0,365.0,1.0,0.0939783714711666,29.41015675,spring,0.21705,0.255724,0.253871,0.299314,0.560517,0.685513,TARA_041,6.79e-07,735.0,day,0.0690348818898201,2010,-0.46655,4.30608
